Date,Airline,Flight_Number,Origin,Destination,Class,Flight Distance,Scheduled_Departure,Actual_Departure,Scheduled_Arrival,Actual_Arrival,Departure Delay in Minutes,Arrival Delay in Minutes
2025-05-02,IndiGo,6E-1576,LHR,BLR,Eco,3203,11:00,10:54,15:30,15:18,0,0
2026-02-06,IndiGo,6E-9998,DXB,SIN,Eco,8218,02:10,02:00,12:56,12:47,0,0
2026-02-03,IndiGo,6E-1496,DEL,PNQ,Business,8541,17:10,17:09,04:20,04:08,0,0
2025-03-15,IndiGo,6E-4634,GOA,SIN,Business,1681,18:05,20:46,20:41,23:09,161,148
2025-03-21,IndiGo,6E-2037,SIN,GOA,Eco,7057,11:50,13:14,21:09,22:18,84,69
2025-11-27,IndiGo,6E-9147,LHR,BLR,Business,3111,19:15,19:11,23:38,23:27,0,0
2026-02-08,IndiGo,6E-3261,JFK,PNQ,Eco,755,22:05,01:40,23:31,02:51,215,200
2025-12-16,IndiGo,6E-7969,BLR,BOM,Business,7452,14:05,13:59,23:53,23:34,0,0
2025-08-02,IndiGo,6E-1571,DEL,DXB,Business,7837,00:15,00:44,10:32,10:46,29,14
2026-01-26,IndiGo,6E-5622,DXB,SIN,Eco,3150,15:45,15:43,20:11,19:59,0,0
2025-08-02,IndiGo,6E-3471,HYD,BOM,Eco,3956,16:30,16:29,21:56,21:55,0,0
2025-11-12,IndiGo,6E-9083,GOA,BLR,Business,2242,16:05,16:20,19:23,19:43,15,20
2025-09-05,IndiGo,6E-8082,CCU,SIN,Eco,6000,12:10,12:10,20:10,20:09,0,0
2025-06-10,IndiGo,6E-9451,JFK,BOM,Business,6944,08:15,08:17,17:25,17:15,2,0
2025-04-24,IndiGo,6E-6685,GOA,LHR,Eco,2367,00:30,00:21,03:57,03:39,0,0
2025-08-23,IndiGo,6E-4995,BOM,DXB,Eco Plus,3768,01:45,01:41,06:57,06:41,0,0
2025-03-15,IndiGo,6E-570,SIN,JFK,Eco,3076,03:15,03:18,07:35,07:25,3,0
2026-01-05,IndiGo,6E-8346,BOM,MAA,Eco,4587,08:45,09:07,14:59,15:07,22,8
2025-02-19,IndiGo,6E-4797,DEL,PNQ,Eco,7630,02:00,01:52,12:02,11:46,0,0
2025-07-19,IndiGo,6E-8573,JFK,BOM,Eco,5766,01:30,01:30,09:12,09:17,0,5
2025-02-18,IndiGo,6E-1197,BOM,GOA,Eco,2178,11:45,11:35,14:58,14:56,0,0
2025-11-29,IndiGo,6E-681,BOM,JFK,Eco,2447,04:30,04:28,08:03,07:56,0,0
2025-04-17,IndiGo,6E-910,DEL,DXB,Eco,7017,21:30,21:27,06:46,06:31,0,0
2025-03-08,IndiGo,6E-6338,GOA,JFK,Eco,4911,12:50,13:18,19:28,19:43,28,15
2025-12-12,IndiGo,6E-5195,LHR,HYD,Eco,7181,15:10,15:09,00:38,00:26,0,0
2025-05-01,IndiGo,6E-1274,LHR,BOM,Eco,5776,18:50,18:53,02:33,02:23,3,0
2025-11-16,IndiGo,6E-5960,BOM,PNQ,Eco Plus,5857,02:05,02:03,09:54,09:48,0,0
2025-03-20,IndiGo,6E-1233,DEL,CCU,Business,1465,09:15,09:44,11:34,12:03,29,29
2026-02-12,IndiGo,6E-9507,BOM,HYD,Eco,2043,03:05,03:17,06:08,06:06,12,0
2025-05-02,IndiGo,6E-3928,JFK,GOA,Eco Plus,1576,21:45,21:43,00:13,23:58,0,0
2025-04-09,IndiGo,6E-1119,MAA,DXB,Business,8591,04:50,04:54,16:04,16:12,4,8
2025-08-23,IndiGo,6E-7814,SIN,PNQ,Business,3418,02:05,02:03,06:51,06:36,0,0
2025-12-29,IndiGo,6E-9525,JFK,BOM,Business,2865,21:30,21:25,01:34,01:20,0,0
2025-06-24,IndiGo,6E-8916,JFK,PNQ,Eco,4992,20:15,20:15,02:59,02:45,0,0
2025-03-02,IndiGo,6E-812,PNQ,DXB,Eco,2958,12:00,11:59,16:11,16:14,0,3
2025-07-23,IndiGo,6E-2806,BOM,CCU,Eco,1093,17:05,17:03,18:56,18:46,0,0
2025-11-17,IndiGo,6E-9238,BOM,JFK,Eco,5833,09:50,09:42,17:37,17:38,0,1
2025-11-10,IndiGo,6E-8003,HYD,CCU,Eco,3148,01:50,01:55,06:16,06:16,5,0
2025-05-02,IndiGo,6E-6026,MAA,PNQ,Business,7458,03:15,03:37,13:04,13:13,22,9
2025-03-15,IndiGo,6E-3838,BLR,MAA,Eco,7405,00:45,00:50,10:30,10:32,5,2
2025-07-18,IndiGo,6E-3281,DEL,CCU,Eco,4040,14:10,15:18,19:43,20:39,68,56
2025-05-11,IndiGo,6E-8699,LHR,HYD,Eco,680,10:00,09:56,11:21,11:18,0,0
2025-06-06,IndiGo,6E-4047,PNQ,GOA,Eco,1811,06:00,06:05,08:45,08:47,5,2
2025-03-06,IndiGo,6E-8675,DEL,PNQ,Eco,2352,21:30,21:29,00:56,00:48,0,0
2025-11-18,IndiGo,6E-1986,HYD,PNQ,Eco,4488,14:10,14:00,20:16,20:14,0,0
2025-11-05,IndiGo,6E-9674,DXB,CCU,Eco,8479,00:30,00:25,11:35,11:18,0,0
2025-07-14,IndiGo,6E-862,DEL,JFK,Eco,8741,13:30,13:24,00:55,00:43,0,0
2025-02-26,IndiGo,6E-8965,MAA,DXB,Eco,4808,20:05,20:03,02:35,02:29,0,0
2025-12-01,IndiGo,6E-1774,DXB,LHR,Eco,7743,00:30,00:23,10:40,10:25,0,0
2025-11-02,IndiGo,6E-8749,PNQ,SIN,Eco Plus,1755,01:45,01:41,04:26,04:14,0,0
2025-11-21,IndiGo,6E-9953,JFK,DXB,Eco,3391,02:05,02:02,06:49,06:39,0,0
2025-06-12,IndiGo,6E-8197,PNQ,BOM,Eco,6727,13:50,13:47,22:44,22:33,0,0
2025-04-03,IndiGo,6E-2206,LHR,JFK,Eco,4234,22:30,22:25,04:17,04:10,0,0
2025-10-21,IndiGo,6E-4215,MAA,BOM,Eco Plus,4518,04:30,04:24,10:38,10:39,0,1
2025-08-20,IndiGo,6E-4377,HYD,CCU,Business,8205,03:15,03:07,14:00,13:42,0,0
2026-02-03,IndiGo,6E-1847,SIN,DEL,Eco,2901,05:05,05:10,09:12,09:24,5,12
2026-01-05,IndiGo,6E-1781,MAA,DXB,Business,6534,23:10,23:10,07:50,07:54,0,4
2025-06-07,IndiGo,6E-4204,PNQ,SIN,Eco,6024,22:15,22:06,06:16,06:00,0,0
2025-06-16,IndiGo,6E-4433,LHR,BOM,Eco,4803,10:30,10:46,17:00,17:03,16,3
2025-09-07,IndiGo,6E-2214,PNQ,DXB,Eco,5729,01:45,01:40,09:24,09:13,0,0
2025-04-19,IndiGo,6E-1929,DXB,HYD,Eco,7164,23:45,02:34,09:12,11:56,169,164
2025-10-28,IndiGo,6E-6681,BLR,SIN,Eco Plus,6967,07:10,07:26,16:22,16:43,16,21
2026-02-09,IndiGo,6E-502,PNQ,DEL,Eco,967,16:30,16:34,18:12,18:20,4,8
2025-11-03,IndiGo,6E-5658,CCU,DXB,Business,6408,10:50,10:48,19:20,19:08,0,0
2025-04-17,IndiGo,6E-9810,BLR,DXB,Eco,2696,11:15,11:14,15:07,15:14,0,7
2026-02-07,IndiGo,6E-2950,DXB,BOM,Eco,3087,11:10,11:09,15:31,15:30,0,0
2025-09-30,IndiGo,6E-8174,BLR,MAA,Business,1277,20:05,20:07,22:10,22:09,2,0
2025-12-28,IndiGo,6E-8233,DEL,GOA,Eco,516,19:10,19:11,20:18,20:24,1,6
2026-01-12,IndiGo,6E-1390,LHR,CCU,Eco Plus,5685,08:00,07:58,15:36,15:35,0,0
2025-03-06,IndiGo,6E-3664,JFK,SIN,Eco,560,03:00,03:02,04:12,04:01,2,0
2025-05-15,IndiGo,6E-4717,DXB,BOM,Eco,1744,08:15,08:07,10:55,10:33,0,0
2026-01-18,IndiGo,6E-9589,HYD,SIN,Eco,5532,02:50,02:46,10:14,10:05,0,0
2025-04-11,IndiGo,6E-8364,GOA,SIN,Eco,2539,00:30,00:23,04:10,04:03,0,0
2026-02-01,IndiGo,6E-9706,HYD,JFK,Eco,4980,20:30,20:28,03:13,03:05,0,0
2025-08-18,IndiGo,6E-4653,DXB,CCU,Eco,6896,09:50,09:41,18:57,18:45,0,0
2025-04-02,IndiGo,6E-8590,CCU,LHR,Eco,8739,16:50,16:44,04:15,04:16,0,1
2026-02-12,IndiGo,6E-5308,PNQ,SIN,Eco,3677,18:50,19:10,23:55,00:24,20,29
2026-01-28,IndiGo,6E-6643,BOM,HYD,Eco,4587,22:00,22:04,04:14,04:16,4,2
2025-10-07,IndiGo,6E-1888,JFK,SIN,Eco,4286,23:00,23:42,04:51,05:41,42,50
2025-02-24,IndiGo,6E-5981,DXB,LHR,Eco Plus,2977,01:15,01:07,05:28,05:19,0,0
2025-05-27,IndiGo,6E-8817,GOA,DXB,Eco,1385,15:10,15:44,17:23,17:49,34,26
2025-08-17,IndiGo,6E-9003,LHR,GOA,Eco Plus,3434,13:00,12:58,17:47,17:42,0,0
2025-03-16,IndiGo,6E-9344,BLR,JFK,Eco,4670,00:05,00:35,06:25,06:42,30,17
2025-06-20,IndiGo,6E-3030,PNQ,BOM,Eco,3101,15:00,15:00,19:22,19:07,0,0
2025-06-29,IndiGo,6E-3602,PNQ,DEL,Eco,2861,03:30,04:10,07:34,08:06,40,32
2026-02-14,IndiGo,6E-3347,BLR,BOM,Eco,5543,14:00,13:58,21:25,21:21,0,0
2025-08-26,IndiGo,6E-9241,GOA,LHR,Eco,4360,08:10,08:11,14:07,14:02,1,0
2025-11-12,IndiGo,6E-4036,BOM,DXB,Eco,2817,09:05,09:02,13:06,12:54,0,0
2026-01-06,IndiGo,6E-6162,CCU,BLR,Eco,3190,19:45,20:02,00:14,00:21,17,7
2025-11-22,IndiGo,6E-3960,DEL,GOA,Eco,4924,01:00,01:29,07:39,08:05,29,26
2025-08-16,IndiGo,6E-2311,DXB,GOA,Eco,4638,06:05,06:00,12:22,12:04,0,0
2025-07-26,IndiGo,6E-4278,DXB,LHR,Eco,7027,13:05,13:08,22:22,22:23,3,1
2025-09-01,IndiGo,6E-6289,BOM,LHR,Eco,1111,05:45,05:35,07:38,07:27,0,0
2025-08-23,IndiGo,6E-4630,CCU,BOM,Eco,5695,15:00,14:59,22:37,22:29,0,0
2025-03-02,IndiGo,6E-1870,MAA,BLR,Eco,7800,07:50,07:47,18:05,18:10,0,5
2025-03-03,IndiGo,6E-6714,PNQ,DXB,Business,8031,07:45,07:41,18:17,18:09,0,0
2025-06-02,IndiGo,6E-8512,CCU,GOA,Eco,3344,20:15,20:19,00:55,00:46,4,0
2025-03-25,IndiGo,6E-7253,GOA,BOM,Eco,2805,16:15,16:45,20:15,20:53,30,38
2026-02-14,IndiGo,6E-8205,MAA,CCU,Eco,8407,12:10,12:05,23:10,23:04,0,0
2025-05-22,IndiGo,6E-6457,LHR,HYD,Eco Plus,7768,10:30,10:26,20:42,20:38,0,0
2025-12-19,IndiGo,6E-6010,DXB,BOM,Eco,7072,20:15,23:41,05:35,08:53,206,198
2025-12-04,IndiGo,6E-9350,BOM,MAA,Business,7612,18:00,17:57,04:00,03:58,0,0
2025-06-05,IndiGo,6E-289,DEL,JFK,Eco,1427,07:00,06:58,09:17,09:25,0,8
2026-01-17,IndiGo,6E-608,PNQ,DXB,Business,3713,14:50,14:46,19:58,19:52,0,0
2025-10-22,IndiGo,6E-3013,MAA,DEL,Eco,3972,23:10,23:11,04:37,04:31,1,0
2025-04-08,IndiGo,6E-845,MAA,BOM,Eco,834,23:15,23:17,00:47,00:59,2,12
2026-01-16,IndiGo,6E-666,DXB,LHR,Eco,1770,03:10,03:46,05:52,06:35,36,43
2025-04-14,IndiGo,6E-6423,PNQ,GOA,Business,8570,05:00,04:58,16:12,16:18,0,6
2025-05-25,IndiGo,6E-636,JFK,DEL,Eco,5046,17:45,17:50,00:33,00:27,5,0
2025-07-26,IndiGo,6E-2952,DXB,PNQ,Business,3804,00:15,00:37,05:30,05:54,22,24
2025-09-07,IndiGo,6E-2515,CCU,DEL,Eco,834,23:45,23:50,01:17,01:26,5,9
2025-02-26,IndiGo,6E-5182,DEL,BLR,Business,6449,18:50,22:48,03:23,07:17,238,234
2025-04-07,IndiGo,6E-8442,BLR,MAA,Eco,4139,03:15,03:10,08:55,08:50,0,0
2025-09-27,IndiGo,6E-8556,SIN,BOM,Eco Plus,3019,16:15,16:20,20:31,20:21,5,0
2026-02-13,IndiGo,6E-4411,CCU,PNQ,Eco,6996,10:50,11:23,20:04,20:36,33,32
2025-06-22,IndiGo,6E-1238,GOA,CCU,Eco,3596,14:50,14:53,19:49,19:42,3,0
2025-05-15,IndiGo,6E-1116,CCU,HYD,Eco,1895,10:30,10:31,13:22,13:25,1,3
2025-12-12,IndiGo,6E-3427,CCU,SIN,Eco Plus,7206,09:15,09:20,18:45,18:42,5,0
2025-04-17,IndiGo,6E-712,CCU,HYD,Eco,6587,18:15,18:45,02:59,03:33,30,34
2025-04-12,IndiGo,6E-6477,CCU,JFK,Eco,5873,00:10,00:51,08:00,08:35,41,35
2025-11-23,IndiGo,6E-6627,JFK,GOA,Eco,2178,10:45,10:48,13:58,14:10,3,12
2025-05-30,IndiGo,6E-4330,DXB,BOM,Eco,3502,18:50,18:52,23:42,23:34,2,0
2025-10-20,IndiGo,6E-363,SIN,LHR,Business,6988,08:45,08:37,17:59,17:54,0,0
2025-08-18,IndiGo,6E-3177,MAA,BLR,Business,3298,13:45,13:40,18:22,18:18,0,0
2026-01-16,IndiGo,6E-7459,MAA,DXB,Eco,4445,20:15,20:17,02:18,02:16,2,0
2025-06-26,IndiGo,6E-5236,SIN,BOM,Eco,635,00:10,00:01,01:27,01:15,0,0
2025-11-21,IndiGo,6E-9635,SIN,JFK,Eco,5609,21:05,21:01,04:35,04:26,0,0
2025-03-08,IndiGo,6E-7162,PNQ,MAA,Eco,2211,19:45,20:03,23:00,23:14,18,14
2025-10-29,IndiGo,6E-3059,BOM,HYD,Eco,4069,04:10,04:11,09:45,09:41,1,0
2025-07-10,IndiGo,6E-8740,HYD,BLR,Business,6276,04:50,05:02,13:10,13:17,12,7
2025-07-13,IndiGo,6E-7884,JFK,CCU,Eco,2715,08:00,07:59,11:53,11:57,0,4
2025-12-22,IndiGo,6E-9170,BOM,JFK,Business,7266,22:15,22:20,07:49,07:53,5,4
2025-07-24,IndiGo,6E-4837,SIN,LHR,Eco,3794,11:05,11:50,16:19,17:02,45,43
2025-12-02,IndiGo,6E-2577,BLR,CCU,Business,3780,23:30,23:27,04:43,04:47,0,4
2025-08-22,IndiGo,6E-2411,CCU,JFK,Eco,667,05:30,06:10,06:50,07:20,40,30
2025-07-27,IndiGo,6E-1899,SIN,MAA,Business,1225,05:10,05:11,07:11,07:16,1,5
2026-01-09,IndiGo,6E-685,GOA,HYD,Eco,8145,22:30,22:33,09:10,09:08,3,0
2025-06-15,IndiGo,6E-1639,MAA,DXB,Business,4559,19:45,19:38,01:56,01:36,0,0
2025-12-05,IndiGo,6E-7075,JFK,MAA,Eco,4819,14:00,13:51,20:31,20:29,0,0
2025-11-01,IndiGo,6E-5965,BLR,MAA,Eco,4397,20:15,20:15,02:14,02:21,0,7
2025-12-19,IndiGo,6E-6539,CCU,DXB,Eco,7228,20:50,20:54,06:22,06:27,4,5
2025-11-16,IndiGo,6E-3663,SIN,DXB,Eco Plus,7421,08:15,08:10,18:01,17:44,0,0
2025-10-06,IndiGo,6E-3626,HYD,JFK,Eco,1851,00:00,00:00,02:48,02:45,0,0
2025-03-15,IndiGo,6E-3507,GOA,LHR,Business,6560,08:45,08:46,17:26,17:20,1,0
2025-08-28,IndiGo,6E-7394,JFK,CCU,Eco,3818,14:00,14:01,19:16,19:24,1,8
2025-08-18,IndiGo,6E-4695,MAA,BOM,Eco Plus,2559,10:30,10:24,14:11,13:51,0,0
2025-07-16,IndiGo,6E-2510,JFK,BLR,Eco,2727,20:50,20:45,00:44,00:45,0,1
2025-08-05,IndiGo,6E-6582,PNQ,BOM,Business,2284,21:05,20:56,00:26,00:26,0,0
2025-04-08,IndiGo,6E-9837,GOA,SIN,Eco,754,20:50,21:33,22:16,22:47,43,31
2025-09-25,IndiGo,6E-5244,MAA,DXB,Business,2017,17:10,17:53,20:11,21:02,43,51
2025-05-28,IndiGo,6E-6619,CCU,DXB,Eco,2847,21:45,21:41,01:48,01:50,0,2
2025-06-30,IndiGo,6E-948,PNQ,BOM,Eco,1246,22:10,22:07,00:13,00:08,0,0
2025-06-02,IndiGo,6E-8816,LHR,BLR,Business,6257,02:30,05:39,10:49,13:58,189,189
2025-07-17,IndiGo,6E-113,HYD,DXB,Eco,7463,01:10,01:12,10:59,10:53,2,0
2025-12-01,IndiGo,6E-7692,GOA,HYD,Eco,7009,18:00,17:50,03:15,03:10,0,0
2025-07-13,IndiGo,6E-632,CCU,JFK,Eco,4758,20:15,23:09,02:41,05:44,174,183
2025-03-03,IndiGo,6E-9700,MAA,CCU,Eco,8549,00:05,00:10,11:16,11:13,5,0
2025-05-26,IndiGo,6E-1990,DXB,PNQ,Eco,1859,23:05,00:32,01:54,03:07,87,73
2025-05-30,IndiGo,6E-5019,MAA,HYD,Eco,8581,17:30,17:33,04:43,04:54,3,11
2026-02-12,IndiGo,6E-2628,BLR,GOA,Eco,7154,07:00,07:04,16:26,16:24,4,0
2025-05-18,IndiGo,6E-3004,SIN,PNQ,Eco,2613,08:00,07:53,11:45,11:38,0,0
2025-10-09,IndiGo,6E-4943,DEL,GOA,Business,4533,05:50,06:17,11:59,12:17,27,18
2025-02-25,IndiGo,6E-4715,JFK,BOM,Eco,728,20:05,20:01,21:29,21:13,0,0
2025-06-01,IndiGo,6E-9399,SIN,PNQ,Eco,2229,18:45,19:03,22:02,22:28,18,26
2025-03-29,IndiGo,6E-3245,DXB,PNQ,Eco,5169,17:00,16:51,23:57,23:44,0,0
2025-10-11,IndiGo,6E-2068,DXB,BLR,Eco,2727,17:00,17:00,20:54,20:41,0,0
2025-02-17,IndiGo,6E-6423,SIN,BLR,Business,1699,03:00,02:51,05:37,05:30,0,0
2025-11-28,IndiGo,6E-6528,DEL,MAA,Business,3983,01:10,01:03,06:38,06:18,0,0
2025-06-19,IndiGo,6E-8737,MAA,SIN,Eco,5928,11:10,11:08,19:04,19:02,0,0
2025-02-28,IndiGo,6E-1126,GOA,DEL,Eco,5572,23:10,02:53,06:37,10:29,223,232
2025-04-20,IndiGo,6E-4904,SIN,JFK,Business,7979,12:30,13:53,22:58,00:19,83,81
2025-11-28,IndiGo,6E-9688,HYD,BOM,Business,1555,22:15,22:05,00:41,00:39,0,0
2025-03-11,IndiGo,6E-2751,LHR,JFK,Eco,6642,12:30,13:11,21:18,21:50,41,32
2025-05-24,IndiGo,6E-2651,BLR,MAA,Business,4165,20:15,20:11,01:57,02:03,0,6
2025-03-16,IndiGo,6E-9945,GOA,MAA,Eco,3307,20:05,20:04,00:43,00:29,0,0
2025-08-17,IndiGo,6E-798,JFK,PNQ,Business,4243,19:00,18:59,00:48,00:43,0,0
2025-10-25,IndiGo,6E-3718,GOA,JFK,Eco,6458,04:00,04:05,12:34,12:30,5,0
2025-11-05,IndiGo,6E-3092,GOA,MAA,Eco,2205,11:00,10:53,14:15,14:02,0,0
2025-09-27,IndiGo,6E-433,PNQ,JFK,Business,2227,14:05,14:04,17:22,17:23,0,1
2025-04-23,IndiGo,6E-4402,MAA,GOA,Business,7293,14:05,14:24,23:41,00:06,19,25
2025-11-25,IndiGo,6E-7496,DEL,LHR,Eco,7899,12:45,12:35,23:07,23:06,0,0
2025-07-19,IndiGo,6E-2213,SIN,LHR,Eco,4681,11:50,11:54,18:11,18:11,4,0
2025-04-29,IndiGo,6E-6802,GOA,DXB,Eco,8635,15:45,16:19,03:02,03:32,34,30
2025-08-04,IndiGo,6E-9581,BLR,SIN,Eco,701,16:10,16:08,17:32,17:34,0,2
2025-02-28,IndiGo,6E-9294,MAA,BOM,Business,5374,06:10,06:06,13:23,13:10,0,0
2025-10-01,IndiGo,6E-2018,BLR,GOA,Eco,8097,18:10,18:05,04:47,04:27,0,0
2025-06-13,IndiGo,6E-6049,MAA,DEL,Business,4626,23:45,23:41,06:01,05:44,0,0
2026-02-09,IndiGo,6E-8828,LHR,GOA,Business,5197,06:30,06:30,13:29,13:19,0,0
2025-10-20,IndiGo,6E-4486,BLR,HYD,Eco,7192,20:15,20:20,05:44,05:54,5,10
2025-06-20,IndiGo,6E-7587,HYD,JFK,Eco,4216,19:30,19:23,01:16,00:59,0,0
2025-03-04,IndiGo,6E-2089,BOM,GOA,Business,3837,06:50,06:48,12:07,12:04,0,0
2025-12-22,IndiGo,6E-6429,CCU,SIN,Eco,8379,19:15,19:06,06:13,05:53,0,0
2025-07-13,IndiGo,6E-5036,JFK,GOA,Eco,4248,23:30,23:25,05:18,05:13,0,0
2025-07-14,IndiGo,6E-2868,BOM,JFK,Eco,3517,00:50,01:18,05:43,06:06,28,23
2025-11-17,IndiGo,6E-8497,DXB,SIN,Eco,2593,20:30,20:21,00:14,23:59,0,0
2025-09-10,IndiGo,6E-1390,BLR,CCU,Eco,3757,09:50,09:51,15:01,15:07,1,6
2025-03-27,IndiGo,6E-4957,LHR,GOA,Eco,7162,21:30,21:20,06:57,06:40,0,0
2025-08-09,IndiGo,6E-3289,HYD,PNQ,Eco,4893,03:10,03:13,09:46,09:54,3,8
2025-09-01,IndiGo,6E-7544,GOA,DEL,Eco,8681,20:10,20:09,07:31,07:22,0,0
2025-03-18,IndiGo,6E-271,BOM,GOA,Eco,1730,23:45,01:07,02:24,03:50,82,86
2025-05-08,IndiGo,6E-1707,HYD,PNQ,Business,683,18:00,18:14,19:21,19:43,14,22
2025-04-09,IndiGo,6E-5542,DXB,SIN,Eco,4064,23:15,23:16,04:49,04:49,1,0
2025-03-23,IndiGo,6E-5869,HYD,BOM,Eco,6191,13:30,13:24,21:44,21:41,0,0
2025-12-30,IndiGo,6E-8802,PNQ,SIN,Business,8893,20:15,20:11,07:51,07:43,0,0
2025-02-24,IndiGo,6E-2876,JFK,GOA,Business,1126,02:05,02:08,03:59,03:49,3,0
2025-03-23,IndiGo,6E-2620,MAA,CCU,Eco,1955,22:15,22:53,01:11,01:59,38,48
2025-08-08,IndiGo,6E-883,PNQ,CCU,Eco,8453,11:10,11:03,22:13,22:06,0,0
2025-03-05,IndiGo,6E-3624,SIN,BLR,Eco,1066,22:10,22:00,23:59,23:35,0,0
2025-11-21,IndiGo,6E-6212,HYD,GOA,Eco,6881,05:05,05:09,14:11,14:00,4,0
2025-04-24,IndiGo,6E-6549,BOM,BLR,Business,1323,09:15,09:51,11:24,11:48,36,24
2025-05-09,IndiGo,6E-3579,PNQ,BOM,Eco,5987,20:10,20:08,04:09,04:14,0,5
2025-04-14,IndiGo,6E-6705,LHR,GOA,Business,8180,11:15,14:59,21:58,01:33,224,215
2025-06-24,IndiGo,6E-8461,CCU,JFK,Eco,6768,08:15,08:19,17:12,17:14,4,2
2026-02-03,IndiGo,6E-2744,PNQ,BLR,Eco,7812,18:45,18:50,05:00,05:07,5,7
2025-07-26,IndiGo,6E-1215,BLR,HYD,Business,6724,12:30,12:20,21:24,21:06,0,0
2025-04-08,IndiGo,6E-3641,DXB,SIN,Eco,1520,03:10,03:14,05:34,05:29,4,0
2025-10-11,IndiGo,6E-5821,JFK,MAA,Eco,4609,19:30,19:34,01:45,01:41,4,0
2025-08-11,IndiGo,6E-8745,JFK,CCU,Eco,5160,01:30,01:56,08:27,08:47,26,20
2025-10-17,IndiGo,6E-322,SIN,CCU,Business,6335,03:30,03:22,11:55,11:50,0,0
2026-01-23,IndiGo,6E-4254,BOM,DXB,Eco,3542,11:05,11:09,16:00,15:57,4,0
2025-06-14,IndiGo,6E-8874,MAA,CCU,Eco,917,03:30,03:21,05:08,05:06,0,0
2025-10-29,IndiGo,6E-5404,DXB,GOA,Eco Plus,2110,03:50,03:55,06:58,06:50,5,0
2026-02-08,IndiGo,6E-4344,JFK,LHR,Eco,6712,02:00,01:53,10:53,10:54,0,1
2025-12-17,IndiGo,6E-6794,DXB,HYD,Eco,2869,16:50,17:29,20:55,21:43,39,48
2025-12-19,IndiGo,6E-8518,LHR,GOA,Eco,4734,05:15,06:00,11:40,12:29,45,49
2025-06-04,IndiGo,6E-5342,PNQ,HYD,Eco Plus,4947,13:30,13:29,20:11,20:15,0,4
2026-01-03,IndiGo,6E-5740,BLR,LHR,Eco,3101,01:00,01:41,05:22,06:13,41,51
2025-03-24,IndiGo,6E-9772,LHR,MAA,Eco,3172,00:05,23:59,04:32,04:34,0,2
2025-03-22,IndiGo,6E-8222,BOM,JFK,Eco,8209,19:10,19:07,05:55,05:55,0,0
2025-05-18,IndiGo,6E-9886,SIN,DEL,Eco,5798,01:45,02:21,09:29,09:59,36,30
2025-04-26,IndiGo,6E-6008,GOA,LHR,Eco,3832,03:50,04:19,09:07,09:27,29,20
2025-12-28,IndiGo,6E-1324,BOM,JFK,Eco,6951,15:00,15:00,00:11,00:01,0,0
2025-02-23,IndiGo,6E-5167,PNQ,CCU,Eco,4432,07:10,07:15,13:12,13:10,5,0
2025-09-17,IndiGo,6E-3526,LHR,PNQ,Eco,997,19:05,19:46,20:49,21:16,41,27
2025-08-14,IndiGo,6E-416,SIN,JFK,Eco,7426,01:45,01:38,11:31,11:11,0,0
2025-05-10,IndiGo,6E-4084,SIN,PNQ,Eco,2969,16:10,16:10,20:22,20:20,0,0
2025-09-12,IndiGo,6E-4787,MAA,GOA,Eco,3920,04:50,08:49,10:14,14:18,239,244
2025-10-02,IndiGo,6E-4481,DEL,SIN,Business,2068,13:10,13:00,16:15,15:56,0,0
2025-04-10,IndiGo,6E-4253,MAA,GOA,Eco Plus,2942,15:15,15:13,19:25,19:16,0,0
2025-08-23,IndiGo,6E-3845,HYD,DEL,Eco,825,15:10,15:03,16:41,16:24,0,0
2025-12-04,IndiGo,6E-3868,CCU,PNQ,Eco,7502,18:30,19:05,04:22,04:52,35,30
2025-11-19,IndiGo,6E-8552,LHR,CCU,Eco Plus,8186,01:45,01:49,12:28,12:37,4,9
2025-11-04,IndiGo,6E-9359,MAA,LHR,Eco,7782,14:05,13:58,00:18,00:02,0,0
2025-05-09,IndiGo,6E-8588,DXB,CCU,Eco Plus,5774,05:00,04:56,12:43,12:48,0,5
2025-05-08,IndiGo,6E-3465,DXB,SIN,Eco,4361,21:00,21:05,02:57,02:48,5,0
2026-01-04,IndiGo,6E-8322,MAA,DXB,Eco,4666,19:45,19:49,02:04,02:09,4,5
2026-01-12,IndiGo,6E-2861,BOM,CCU,Eco,3597,16:30,16:31,21:29,21:17,1,0
2025-03-28,IndiGo,6E-5530,BLR,HYD,Eco,1541,23:50,23:54,02:15,02:21,4,6
2025-04-27,IndiGo,6E-1991,DXB,SIN,Eco,6434,18:45,18:47,03:17,03:24,2,7
2025-07-19,IndiGo,6E-7853,MAA,BOM,Eco,8920,03:15,03:13,14:54,14:58,0,4
2025-11-07,IndiGo,6E-1566,CCU,JFK,Eco,2684,15:50,15:49,19:41,19:26,0,0
2025-02-28,IndiGo,6E-7260,HYD,CCU,Eco,3928,19:50,19:50,01:14,01:09,0,0
2025-03-17,IndiGo,6E-4968,SIN,BLR,Eco,2096,10:05,10:15,13:12,13:17,10,5
2025-11-19,IndiGo,6E-4660,MAA,PNQ,Eco,8901,08:45,08:40,20:22,20:16,0,0
2025-10-01,IndiGo,6E-910,JFK,DEL,Eco,1070,12:45,12:46,14:35,14:24,1,0
2025-10-16,IndiGo,6E-201,LHR,JFK,Eco,6410,01:10,01:06,09:40,09:40,0,0
2025-04-24,IndiGo,6E-9313,DEL,PNQ,Business,2221,02:05,02:00,05:21,05:13,0,0
